worker_id,timestamp,status,confidence
W055,2026-03-25 07:25:58,Present,0.89
W072,2026-03-25 07:26:05,Present,0.92
W041,2026-03-25 07:26:11,Present,0.95
W063,2026-03-25 07:31:49,Present,0.92
W083,2026-03-25 07:32:49,Present,0.95
W087,2026-03-25 07:39:00,Present,0.86
W099,2026-03-25 07:43:27,Present,0.97
W043,2026-03-25 07:49:07,Present,0.88
W026,2026-03-25 07:49:44,Present,0.9
W014,2026-03-25 07:51:56,Present,0.99
W037,2026-03-25 07:52:58,Present,0.99
W061,2026-03-25 08:05:19,Present,0.9
W024,2026-03-25 08:07:32,Present,0.95
W019,2026-03-25 08:08:24,Present,0.87
W002,2026-03-25 08:08:25,Present,0.89
W003,2026-03-25 08:10:03,Present,0.87
W029,2026-03-25 08:11:24,Present,0.9
W016,2026-03-25 08:12:25,Present,0.96
W090,2026-03-25 08:12:57,Present,0.87
W034,2026-03-25 08:18:10,Present,0.94
W070,2026-03-25 08:19:00,Present,0.87
W086,2026-03-25 08:19:26,Present,0.91
W074,2026-03-25 08:20:45,Present,0.87
W079,2026-03-25 08:22:37,Present,0.92
W056,2026-03-25 08:22:47,Present,0.97
W096,2026-03-25 08:23:40,Present,0.94
W022,2026-03-25 08:24:58,Present,0.97
W080,2026-03-25 08:27:44,Present,0.91
W040,2026-03-25 08:29:39,Present,0.93
W025,2026-03-25 08:29:44,Present,0.97
W098,2026-03-25 08:32:12,Present,0.86
W100,2026-03-25 08:32:44,Present,0.93
W030,2026-03-25 08:38:35,Present,0.91
W023,2026-03-25 08:39:17,Present,0.87
W004,2026-03-25 08:45:37,Present,0.98
W018,2026-03-25 08:46:40,Present,0.96
W010,2026-03-25 08:49:42,Present,0.97
W049,2026-03-25 08:50:54,Present,0.89
W092,2026-03-25 08:53:28,Present,0.93
W017,2026-03-25 08:53:51,Present,0.97
W032,2026-03-25 08:56:15,Present,0.96
W052,2026-03-25 08:59:56,Present,0.91
W011,2026-03-25 09:00:23,Present,0.99
W027,2026-03-25 09:02:06,Present,0.93
W094,2026-03-25 09:08:00,Present,0.96
W033,2026-03-25 09:12:30,Present,0.96
W020,2026-03-25 09:13:25,Present,0.88
W044,2026-03-25 09:13:39,Present,0.9
W071,2026-03-25 09:15:07,Present,0.99
W077,2026-03-25 09:16:25,Present,0.93
W045,2026-03-25 09:17:16,Present,0.86
W084,2026-03-25 09:17:32,Present,0.99
W082,2026-03-25 09:19:07,Present,0.98
W095,2026-03-25 09:19:14,Present,0.89
W066,2026-03-25 09:19:30,Present,0.86
W048,2026-03-25 09:22:13,Present,0.95
W060,2026-03-25 09:25:19,Present,0.89
W009,2026-03-25 09:27:04,Present,0.96
W053,2026-03-25 09:27:11,Present,0.96
W028,2026-03-25 09:29:09,Present,0.87
W059,2026-03-25 09:29:32,Present,0.91
W015,2026-03-25 09:30:19,Present,0.95
W088,2026-03-25 09:31:01,Present,0.94
W089,2026-03-25 09:32:33,Present,0.86
W093,2026-03-25 09:35:55,Present,0.99
W081,2026-03-25 09:36:33,Present,0.87
W013,2026-03-25 09:38:40,Present,0.95
W076,2026-03-25 09:40:24,Present,0.98
W042,2026-03-25 09:43:08,Present,0.94
W007,2026-03-25 09:43:42,Present,0.93
W064,2026-03-25 09:46:02,Present,0.86
W008,2026-03-25 09:46:31,Present,0.88
W091,2026-03-25 09:48:35,Present,0.95
W054,2026-03-25 09:53:22,Present,0.9
W085,2026-03-25 09:55:19,Present,0.96
