date,product_type,quantity_produced,Hides_kg,Chrome_Chemicals_L,Dyes_kg,Salt_kg
2024-03-12,Bag,89.0,87.24,34.5,13.51,23.56
2024-03-12,Shoe Leather,102.0,71.62,30.15,9.77,19.48
2024-03-12,Jacket Leather,168.0,308.36,109.22,43.31,96.52
2024-03-12,Wallet,150.0,48.73,16.77,8.74,13.09
2024-03-12,Custom,66.0,82.29,33.2,11.86,22.96
2024-03-13,Belt,122.0,46.47,17.38,8.47,12.52
2024-03-13,Bag,140.0,143.27,60.6,23.33,34.94
2024-03-13,Shoe Leather,184.0,137.42,45.11,19.17,37.03
2024-03-13,Jacket Leather,77.0,157.15,58.13,19.34,43.84
2024-03-13,Wallet,175.0,60.32,18.32,11.29,14.69
2024-03-13,Custom,196.0,243.35,85.37,36.9,63.31
2024-03-14,Belt,90.0,38.46,12.81,6.99,8.97
2024-03-14,Bag,51.0,58.08,19.16,8.81,13.99
2024-03-14,Shoe Leather,114.0,77.64,28.69,13.23,25.97
2024-03-14,Jacket Leather,86.0,158.92,62.76,22.91,48.66
2024-03-14,Wallet,94.0,29.2,10.02,5.91,7.71
2024-03-14,Custom,83.0,111.82,37.59,17.85,28.48
2024-03-15,Belt,87.0,37.86,12.36,5.77,9.97
2024-03-15,Bag,130.0,152.19,50.69,21.24,38.91
2024-03-15,Shoe Leather,50.0,34.15,13.53,4.78,10.12
2024-03-15,Jacket Leather,66.0,134.65,44.75,16.27,36.7
2024-03-15,Wallet,106.0,35.4,10.26,6.16,8.17
2024-03-15,Custom,37.0,50.11,16.56,7.83,12.78
2024-03-16,Belt,103.0,40.51,14.91,6.77,11.77
2024-03-16,Bag,64.0,68.31,26.6,9.76,17.69
2024-03-16,Shoe Leather,124.0,91.96,31.97,14.49,24.26
2024-03-16,Jacket Leather,142.0,260.36,94.1,40.33,82.1
2024-03-16,Wallet,117.0,39.36,12.68,6.26,10.41
2024-03-16,Custom,37.0,52.4,16.68,8.14,12.53
2024-03-17,Belt,45.0,19.39,6.11,3.51,5.24
2024-03-17,Bag,79.0,79.46,29.19,13.19,21.53
2024-03-17,Shoe Leather,49.0,35.4,12.32,5.01,11.31
2024-03-17,Jacket Leather,34.0,74.24,23.51,9.66,17.75
2024-03-17,Wallet,151.0,55.92,16.51,8.53,11.79
2024-03-17,Custom,144.0,210.3,68.05,27.2,45.03
2024-03-18,Belt,197.0,84.84,27.32,15.09,21.91
2024-03-18,Bag,100.0,113.71,42.41,16.86,26.15
2024-03-18,Shoe Leather,88.0,64.02,25.58,8.84,16.79
2024-03-18,Jacket Leather,139.0,292.3,90.94,38.94,68.05
2024-03-18,Wallet,176.0,55.85,19.27,11.45,13.19
2024-03-18,Custom,141.0,196.74,69.15,28.3,46.15
2024-03-19,Belt,45.0,16.67,6.08,3.28,5.2
2024-03-19,Bag,157.0,178.87,68.35,26.66,40.16
2024-03-19,Shoe Leather,147.0,103.61,40.16,14.23,30.68
2024-03-19,Jacket Leather,60.0,115.45,40.06,15.01,31.99
2024-03-19,Wallet,96.0,32.67,9.14,5.56,7.12
2024-03-19,Custom,118.0,151.86,59.64,22.51,43.69
2024-03-20,Belt,179.0,76.78,27.08,13.92,19.43
2024-03-20,Bag,92.0,95.11,40.4,14.4,26.78
2024-03-20,Shoe Leather,154.0,98.6,38.23,14.78,30.91
2024-03-20,Jacket Leather,34.0,62.31,23.15,8.85,18.87
2024-03-20,Wallet,194.0,69.49,20.99,10.36,17.27
2024-03-20,Custom,28.0,39.05,13.37,6.04,8.87
2024-03-21,Belt,191.0,78.99,28.84,12.84,19.87
2024-03-21,Bag,36.0,43.02,15.93,5.95,8.83
2024-03-21,Shoe Leather,44.0,28.27,11.89,4.9,9.38
2024-03-21,Jacket Leather,149.0,314.63,108.95,43.63,81.98
2024-03-21,Wallet,67.0,23.63,6.42,4.25,5.44
2024-03-21,Custom,40.0,54.67,20.17,7.81,13.8
2024-03-22,Belt,72.0,29.27,10.78,5.23,7.9
2024-03-22,Bag,109.0,107.81,43.68,17.87,30.38
2024-03-22,Shoe Leather,172.0,116.47,51.24,17.28,35.64
2024-03-22,Jacket Leather,164.0,297.75,100.7,45.25,96.21
2024-03-22,Wallet,138.0,46.62,14.41,8.04,11.62
2024-03-22,Custom,154.0,212.86,68.96,28.83,52.63
2024-03-23,Belt,70.0,25.85,9.31,4.46,6.8
2024-03-23,Bag,107.0,114.86,43.47,16.56,28.31
2024-03-23,Shoe Leather,75.0,55.58,19.75,7.21,16.19
2024-03-23,Jacket Leather,105.0,215.49,77.56,28.91,51.22
2024-03-23,Wallet,36.0,11.08,3.77,2.31,2.75
2024-03-23,Custom,177.0,235.59,81.75,38.49,63.17
2024-03-24,Belt,37.0,15.74,4.98,2.72,4.28
2024-03-24,Bag,33.0,38.78,12.24,5.73,9.63
2024-03-24,Shoe Leather,185.0,129.14,52.09,18.0,38.24
2024-03-24,Jacket Leather,140.0,295.28,87.38,38.72,76.69
2024-03-24,Wallet,128.0,39.57,12.31,7.28,11.5
2024-03-24,Custom,52.0,73.22,23.81,10.63,15.93
2024-03-25,Belt,72.0,32.21,10.4,5.48,7.98
2024-03-25,Bag,166.0,188.19,68.54,29.15,49.43
2024-03-25,Shoe Leather,28.0,17.04,7.41,2.82,5.88
2024-03-25,Jacket Leather,67.0,132.48,49.35,19.18,33.82
2024-03-25,Wallet,164.0,58.54,17.88,10.33,14.02
2024-03-25,Custom,158.0,208.47,67.37,31.75,57.8
2024-03-26,Belt,53.0,21.59,7.96,4.0,6.04
2024-03-26,Bag,97.0,110.87,36.56,17.31,23.54
2024-03-26,Shoe Leather,77.0,47.44,20.44,8.23,16.41
2024-03-26,Jacket Leather,166.0,333.45,104.84,48.73,87.04
2024-03-26,Wallet,159.0,52.43,16.91,9.12,11.73
2024-03-26,Custom,140.0,192.35,60.0,29.92,47.85
2024-03-27,Belt,184.0,71.32,28.72,12.88,20.29
2024-03-27,Bag,124.0,147.74,48.13,22.51,33.79
2024-03-27,Shoe Leather,67.0,44.27,16.23,6.34,13.75
2024-03-27,Jacket Leather,72.0,131.52,51.74,19.29,37.17
2024-03-27,Wallet,136.0,42.53,15.77,7.67,12.1
2024-03-27,Custom,42.0,61.13,21.93,8.07,15.83
2024-03-28,Belt,157.0,62.83,21.33,11.14,15.34
2024-03-28,Bag,70.0,76.41,26.83,10.93,20.34
2024-03-28,Shoe Leather,144.0,94.01,36.92,14.24,27.59
2024-03-28,Jacket Leather,183.0,385.4,117.49,52.85,99.69
2024-03-28,Wallet,142.0,49.28,13.88,8.25,12.01
2024-03-28,Custom,151.0,191.59,75.33,31.71,49.33
2024-03-29,Belt,163.0,68.71,21.51,11.23,15.54
2024-03-29,Bag,157.0,176.88,69.98,23.75,43.16
2024-03-29,Shoe Leather,114.0,81.58,31.11,13.04,22.27
2024-03-29,Jacket Leather,151.0,310.58,93.35,42.43,81.15
2024-03-29,Wallet,37.0,13.83,4.28,2.17,2.77
2024-03-29,Custom,73.0,106.13,34.91,14.18,23.71
2024-03-30,Belt,171.0,71.26,23.81,12.33,19.69
2024-03-30,Bag,187.0,219.35,76.26,30.42,51.69
2024-03-30,Shoe Leather,30.0,21.56,7.99,3.47,5.69
2024-03-30,Jacket Leather,182.0,364.77,133.04,53.24,89.12
2024-03-30,Wallet,60.0,19.48,5.74,3.9,4.66
2024-03-30,Custom,129.0,173.05,62.9,26.93,45.65
2024-03-31,Belt,64.0,27.02,9.29,4.81,6.52
2024-03-31,Bag,58.0,58.43,25.99,8.49,17.22
2024-03-31,Shoe Leather,33.0,25.08,8.21,3.15,6.36
2024-03-31,Jacket Leather,58.0,127.37,41.91,14.61,33.32
2024-03-31,Wallet,146.0,53.08,16.43,9.27,12.5
2024-03-31,Custom,120.0,158.27,58.93,22.79,42.41
2024-04-01,Belt,124.0,49.07,17.73,9.02,13.38
2024-04-01,Bag,60.0,57.9,22.52,10.62,16.8
2024-04-01,Shoe Leather,165.0,112.67,47.47,18.25,31.62
2024-04-01,Jacket Leather,40.0,83.99,25.52,11.62,21.11
2024-04-01,Wallet,142.0,47.26,16.26,8.0,11.58
2024-04-01,Custom,89.0,121.92,39.46,16.07,28.58
2024-04-02,Belt,46.0,19.34,5.91,3.48,4.83
2024-04-02,Bag,208.0,222.7,91.41,34.62,57.87
2024-04-02,Shoe Leather,136.0,87.5,38.38,15.35,30.59
2024-04-02,Jacket Leather,48.0,99.81,30.35,14.25,27.42
2024-04-02,Wallet,39.0,13.26,3.93,2.11,3.29
2024-04-02,Custom,99.0,127.01,45.47,18.07,31.44
2024-04-03,Belt,116.0,43.07,15.56,8.53,11.12
2024-04-03,Bag,75.0,80.56,29.82,13.5,18.48
2024-04-03,Shoe Leather,176.0,109.63,46.08,17.68,39.88
2024-04-03,Jacket Leather,191.0,394.08,141.41,56.47,101.5
2024-04-03,Wallet,134.0,49.88,14.69,7.23,9.94
2024-04-03,Custom,177.0,233.06,85.39,36.83,53.86
2024-04-04,Belt,49.0,19.25,7.52,3.25,4.98
2024-04-04,Bag,38.0,45.02,16.3,5.98,9.41
2024-04-04,Shoe Leather,161.0,121.04,39.74,16.97,33.13
2024-04-04,Jacket Leather,66.0,134.49,41.57,18.49,38.01
2024-04-04,Wallet,127.0,39.25,14.23,7.35,11.19
2024-04-04,Custom,57.0,80.62,26.06,12.28,20.38
2024-04-05,Belt,123.0,52.31,17.68,8.26,11.96
2024-04-05,Bag,34.0,34.03,14.77,6.19,8.36
2024-04-05,Shoe Leather,54.0,38.58,13.7,6.2,10.93
2024-04-05,Jacket Leather,40.0,73.48,24.94,10.82,20.5
2024-04-05,Wallet,78.0,27.61,7.79,4.98,6.87
2024-04-05,Custom,104.0,129.92,48.21,20.84,34.88
2024-04-06,Belt,44.0,19.52,5.86,3.23,4.99
2024-04-06,Bag,143.0,155.7,61.22,22.65,41.03
2024-04-06,Shoe Leather,194.0,124.2,48.27,22.05,41.65
2024-04-06,Jacket Leather,189.0,406.38,137.26,46.96,97.09
2024-04-06,Wallet,173.0,62.34,18.35,9.83,13.83
2024-04-06,Custom,43.0,58.6,20.79,8.63,15.74
2024-04-07,Belt,76.0,28.09,11.62,5.68,8.52
2024-04-07,Bag,70.0,74.35,27.7,10.5,17.9
2024-04-07,Shoe Leather,121.0,84.03,32.42,11.56,26.45
2024-04-07,Jacket Leather,31.0,69.93,23.38,8.99,18.72
2024-04-07,Wallet,197.0,69.07,21.07,12.23,15.16
2024-04-07,Custom,113.0,142.87,49.07,23.17,40.83
2024-04-08,Belt,70.0,27.53,10.93,4.98,8.08
2024-04-08,Bag,118.0,132.06,45.97,18.74,34.66
2024-04-08,Shoe Leather,200.0,135.73,58.67,22.13,38.45
2024-04-08,Jacket Leather,136.0,247.23,95.16,36.3,67.71
2024-04-08,Wallet,197.0,64.18,21.95,11.19,17.72
2024-04-08,Custom,71.0,87.6,31.88,15.16,24.07
2024-04-09,Belt,71.0,28.88,9.07,4.67,7.45
2024-04-09,Bag,191.0,223.88,81.44,28.99,57.04
2024-04-09,Shoe Leather,75.0,55.0,19.17,8.71,14.85
2024-04-09,Jacket Leather,122.0,247.09,81.22,36.03,66.04
2024-04-09,Wallet,100.0,32.25,10.41,5.98,7.46
2024-04-09,Custom,140.0,169.15,58.85,29.85,49.94
2024-04-10,Belt,146.0,65.85,22.65,10.36,17.04
2024-04-10,Bag,35.0,35.26,14.38,6.05,8.99
2024-04-10,Shoe Leather,89.0,60.32,25.58,10.37,19.95
2024-04-10,Jacket Leather,116.0,235.54,70.79,28.05,60.74
2024-04-10,Wallet,176.0,56.43,19.12,9.71,13.91
2024-04-10,Custom,90.0,122.33,45.2,17.08,29.09
2024-04-11,Belt,116.0,47.47,16.91,7.51,11.71
2024-04-11,Bag,175.0,207.25,71.81,28.83,47.05
2024-04-11,Shoe Leather,91.0,60.73,25.98,10.5,21.14
2024-04-11,Jacket Leather,114.0,220.67,79.71,34.04,60.13
2024-04-11,Wallet,200.0,65.93,21.8,11.07,15.33
2024-04-11,Custom,131.0,195.03,55.42,28.08,47.07
2024-04-12,Belt,154.0,57.04,20.2,11.7,15.52
2024-04-12,Bag,92.0,101.34,37.39,15.42,24.99
2024-04-12,Shoe Leather,52.0,38.18,13.05,5.44,12.0
2024-04-12,Jacket Leather,174.0,382.91,116.45,49.79,93.49
2024-04-12,Wallet,163.0,56.21,16.19,9.1,12.86
2024-04-12,Custom,134.0,194.67,59.03,24.32,41.46
2024-04-13,Belt,42.0,18.58,5.84,2.69,4.73
2024-04-13,Bag,207.0,234.68,90.13,33.0,59.84
2024-04-13,Shoe Leather,60.0,44.05,16.31,6.04,12.46
2024-04-13,Jacket Leather,93.0,184.89,64.08,25.33,51.29
2024-04-13,Wallet,206.0,70.58,19.73,13.33,15.97
2024-04-13,Custom,185.0,224.23,85.91,40.02,57.11
2024-04-14,Belt,100.0,38.62,14.55,7.39,11.33
2024-04-14,Bag,110.0,121.9,49.14,19.35,28.22
2024-04-14,Shoe Leather,198.0,125.54,51.94,22.68,44.52
2024-04-14,Jacket Leather,65.0,123.51,46.48,17.62,32.31
2024-04-14,Wallet,43.0,13.26,4.56,2.62,3.27
2024-04-14,Custom,36.0,46.38,17.43,7.18,11.94
2024-04-15,Belt,73.0,28.78,10.78,5.44,7.08
2024-04-15,Bag,89.0,100.82,34.16,16.17,23.87
2024-04-15,Shoe Leather,126.0,80.25,31.23,14.22,24.57
2024-04-15,Jacket Leather,143.0,305.8,105.28,36.9,82.6
2024-04-15,Wallet,97.0,31.93,9.89,6.27,8.57
2024-04-15,Custom,87.0,124.75,42.57,17.22,30.09
2024-04-16,Belt,104.0,41.88,13.68,7.82,11.6
2024-04-16,Bag,166.0,161.21,72.48,25.16,47.77
2024-04-16,Shoe Leather,59.0,44.16,15.71,5.88,13.0
2024-04-16,Jacket Leather,106.0,225.77,73.04,29.0,56.65
2024-04-16,Wallet,53.0,18.06,5.17,3.43,4.58
2024-04-16,Custom,167.0,220.96,72.43,35.99,52.82
2024-04-17,Belt,191.0,75.02,29.05,13.96,21.47
2024-04-17,Bag,34.0,35.5,15.37,6.05,10.19
2024-04-17,Shoe Leather,198.0,120.69,55.38,18.9,42.23
2024-04-17,Jacket Leather,147.0,292.36,93.76,39.05,86.95
2024-04-17,Wallet,32.0,11.55,3.35,1.72,2.82
2024-04-17,Custom,86.0,106.47,39.19,17.92,26.78
2024-04-18,Belt,72.0,28.94,11.22,5.4,8.01
2024-04-18,Bag,41.0,46.8,17.82,6.86,12.19
2024-04-18,Shoe Leather,50.0,32.68,13.41,5.87,9.67
2024-04-18,Jacket Leather,177.0,395.65,110.25,48.24,105.24
2024-04-18,Wallet,188.0,67.34,20.76,10.87,14.97
2024-04-18,Custom,95.0,121.93,41.85,18.91,30.78
2024-04-19,Belt,145.0,60.41,21.32,9.47,15.68
2024-04-19,Bag,177.0,208.31,65.99,28.64,49.74
2024-04-19,Shoe Leather,167.0,116.94,46.61,16.81,31.71
2024-04-19,Jacket Leather,91.0,180.39,62.99,24.39,51.1
2024-04-19,Wallet,94.0,30.77,9.46,5.64,8.34
2024-04-19,Custom,89.0,110.84,41.52,18.26,28.57
2024-04-20,Belt,198.0,87.88,26.1,14.19,21.79
2024-04-20,Bag,51.0,50.15,21.67,8.23,15.15
2024-04-20,Shoe Leather,158.0,106.34,46.77,16.32,35.76
2024-04-20,Jacket Leather,128.0,273.98,82.1,35.88,69.29
2024-04-20,Wallet,53.0,17.87,5.14,3.29,4.76
2024-04-20,Custom,176.0,255.74,88.18,35.2,59.1
2024-04-21,Belt,167.0,70.07,24.14,12.13,16.71
2024-04-21,Bag,187.0,208.94,82.18,27.84,55.01
2024-04-21,Shoe Leather,87.0,57.74,21.19,8.41,20.1
2024-04-21,Jacket Leather,86.0,171.02,54.74,23.58,47.14
2024-04-21,Wallet,117.0,43.64,13.25,7.31,10.27
2024-04-21,Custom,205.0,264.49,102.33,40.09,70.12
2024-04-22,Belt,142.0,64.25,19.07,10.55,14.74
2024-04-22,Bag,155.0,178.07,61.43,27.45,45.55
2024-04-22,Shoe Leather,63.0,44.24,17.98,6.57,13.63
2024-04-22,Jacket Leather,129.0,270.34,94.3,34.91,70.35
2024-04-22,Wallet,129.0,48.11,12.4,8.11,10.16
2024-04-22,Custom,160.0,220.2,70.24,32.49,53.31
2024-04-23,Belt,129.0,53.03,19.87,8.34,14.43
2024-04-23,Bag,185.0,206.87,72.3,28.27,46.45
2024-04-23,Shoe Leather,154.0,111.28,45.51,17.13,34.08
2024-04-23,Jacket Leather,72.0,152.55,45.13,18.64,37.44
2024-04-23,Wallet,206.0,69.4,22.05,11.48,17.83
2024-04-23,Custom,143.0,207.39,71.57,27.48,53.18
2024-04-24,Belt,119.0,51.81,17.21,8.15,11.95
2024-04-24,Bag,104.0,120.9,38.98,16.65,28.3
2024-04-24,Shoe Leather,61.0,40.1,16.51,6.83,13.91
2024-04-24,Jacket Leather,100.0,218.24,71.57,26.61,55.18
2024-04-24,Wallet,55.0,18.61,5.72,3.39,4.42
2024-04-24,Custom,134.0,166.27,58.47,23.92,47.77
2024-04-25,Belt,155.0,67.6,20.89,11.01,15.84
2024-04-25,Bag,147.0,147.86,65.59,22.89,38.56
2024-04-25,Shoe Leather,137.0,87.72,37.12,14.8,27.37
2024-04-25,Jacket Leather,72.0,143.36,46.42,18.35,42.84
2024-04-25,Wallet,96.0,36.08,9.96,5.94,8.52
2024-04-25,Custom,98.0,129.74,48.47,18.31,32.12
2024-04-26,Belt,162.0,71.65,23.41,11.46,15.68
2024-04-26,Bag,196.0,211.36,87.9,31.78,58.29
2024-04-26,Shoe Leather,44.0,27.92,11.54,5.01,8.66
2024-04-26,Jacket Leather,74.0,165.09,53.47,20.5,43.1
2024-04-26,Wallet,152.0,52.46,16.51,9.29,11.85
2024-04-26,Custom,51.0,72.73,25.12,10.8,17.35
2024-04-27,Belt,109.0,48.21,15.36,7.43,12.27
2024-04-27,Bag,177.0,178.15,78.16,31.43,47.41
2024-04-27,Shoe Leather,200.0,133.35,55.61,18.92,40.23
2024-04-27,Jacket Leather,157.0,344.22,104.31,42.74,93.16
2024-04-27,Wallet,138.0,48.42,13.25,7.88,12.06
2024-04-27,Custom,103.0,130.72,52.76,18.5,34.56
2024-04-28,Belt,30.0,12.1,4.17,1.95,3.13
2024-04-28,Bag,85.0,95.73,35.93,14.53,20.46
2024-04-28,Shoe Leather,151.0,106.48,40.68,14.29,34.02
2024-04-28,Jacket Leather,86.0,159.14,52.67,23.5,45.49
2024-04-28,Wallet,83.0,29.85,9.21,5.17,6.82
2024-04-28,Custom,122.0,170.3,58.62,25.54,38.52
2024-04-29,Belt,36.0,14.36,4.97,2.36,3.62
2024-04-29,Bag,152.0,161.98,66.16,26.88,41.44
2024-04-29,Shoe Leather,86.0,54.61,23.23,9.56,17.39
2024-04-29,Jacket Leather,35.0,72.8,22.35,9.7,20.46
2024-04-29,Wallet,159.0,54.14,15.66,8.48,13.59
2024-04-29,Custom,161.0,214.35,74.67,35.2,53.91
2024-04-30,Belt,86.0,37.01,11.58,6.66,9.41
2024-04-30,Bag,150.0,163.25,66.01,24.5,38.65
2024-04-30,Shoe Leather,175.0,121.54,44.87,19.12,39.45
2024-04-30,Jacket Leather,153.0,308.36,114.95,43.86,87.48
2024-04-30,Wallet,107.0,35.55,11.19,5.68,8.38
2024-04-30,Custom,94.0,124.79,47.86,20.08,32.93
2024-05-01,Belt,75.0,31.94,10.18,5.74,8.59
2024-05-01,Bag,186.0,198.35,79.21,27.96,52.92
2024-05-01,Shoe Leather,211.0,150.12,62.69,23.86,48.45
2024-05-01,Jacket Leather,218.0,466.54,158.26,63.4,130.3
2024-05-01,Wallet,192.0,66.41,19.46,10.84,17.34
2024-05-01,Custom,216.0,313.55,99.49,38.68,67.03
2024-05-02,Belt,64.0,23.61,8.1,4.91,7.06
2024-05-02,Bag,129.0,125.77,56.86,21.76,35.33
2024-05-02,Shoe Leather,114.0,76.08,30.09,10.95,24.82
2024-05-02,Jacket Leather,48.0,96.37,34.16,12.67,24.45
2024-05-02,Wallet,116.0,43.13,13.39,6.59,9.6
2024-05-02,Custom,88.0,118.13,40.86,17.56,32.29
2024-05-03,Belt,199.0,85.58,28.62,12.7,20.84
2024-05-03,Bag,175.0,183.64,77.54,26.4,51.57
2024-05-03,Shoe Leather,201.0,136.99,56.53,22.15,43.86
2024-05-03,Jacket Leather,179.0,337.25,125.52,49.4,90.15
2024-05-03,Wallet,179.0,60.41,19.6,11.27,13.69
2024-05-03,Custom,177.0,248.61,74.78,32.88,59.72
2024-05-04,Belt,69.0,30.2,10.68,4.9,7.28
2024-05-04,Bag,123.0,143.76,51.49,21.67,34.25
2024-05-04,Shoe Leather,211.0,146.34,58.15,21.62,40.37
2024-05-04,Jacket Leather,37.0,68.28,23.77,10.88,20.49
2024-05-04,Wallet,212.0,78.12,23.18,11.69,18.78
2024-05-04,Custom,213.0,269.24,105.17,40.61,77.25
2024-05-05,Belt,192.0,73.93,25.44,14.09,20.75
2024-05-05,Bag,86.0,92.27,37.98,12.83,22.43
2024-05-05,Shoe Leather,82.0,61.53,23.66,9.32,18.96
2024-05-05,Jacket Leather,176.0,361.71,127.33,46.72,88.41
2024-05-05,Wallet,49.0,15.12,5.67,2.62,3.98
2024-05-05,Custom,113.0,168.06,56.04,24.82,38.01
2024-05-06,Belt,85.0,32.39,11.24,6.16,8.45
2024-05-06,Bag,85.0,84.65,33.14,13.55,23.82
2024-05-06,Shoe Leather,65.0,41.57,18.72,6.36,13.29
2024-05-06,Jacket Leather,156.0,349.95,101.14,38.56,90.23
2024-05-06,Wallet,40.0,13.81,4.5,2.17,3.35
2024-05-06,Custom,197.0,255.07,88.88,35.19,62.48
2024-05-07,Belt,116.0,43.47,16.22,7.84,13.11
2024-05-07,Bag,135.0,139.16,53.91,20.75,35.3
2024-05-07,Shoe Leather,47.0,33.17,13.45,5.35,9.55
2024-05-07,Jacket Leather,92.0,172.15,63.53,26.27,54.39
2024-05-07,Wallet,111.0,37.59,12.13,6.6,9.49
2024-05-07,Custom,217.0,284.57,109.8,42.49,71.24
2024-05-08,Belt,216.0,93.79,28.03,14.24,25.04
2024-05-08,Bag,163.0,178.74,68.16,26.75,45.41
2024-05-08,Shoe Leather,161.0,120.7,47.51,17.9,32.45
2024-05-08,Jacket Leather,195.0,426.3,123.43,56.67,105.19
2024-05-08,Wallet,179.0,62.34,19.24,10.65,14.32
2024-05-08,Custom,35.0,46.03,17.49,6.79,10.88
2024-05-09,Belt,206.0,88.85,29.5,14.02,24.05
2024-05-09,Bag,156.0,158.61,60.31,27.7,39.91
2024-05-09,Shoe Leather,179.0,128.52,49.65,19.33,34.26
2024-05-09,Jacket Leather,110.0,207.05,74.3,28.79,54.32
2024-05-09,Wallet,87.0,27.99,10.08,5.59,7.32
2024-05-09,Custom,88.0,112.29,44.95,17.46,29.77
2024-05-10,Belt,218.0,83.06,30.65,15.14,23.53
2024-05-10,Bag,132.0,155.9,52.85,22.68,35.49
2024-05-10,Shoe Leather,200.0,122.68,50.65,20.43,42.4
2024-05-10,Jacket Leather,145.0,305.41,98.15,41.47,72.09
2024-05-10,Wallet,157.0,48.2,16.78,9.1,13.85
2024-05-10,Custom,30.0,43.09,14.86,5.63,9.87
2024-05-11,Belt,169.0,72.82,21.86,12.19,17.04
2024-05-11,Bag,219.0,246.59,92.19,33.72,53.59
2024-05-11,Shoe Leather,132.0,82.79,37.74,13.18,28.97
2024-05-11,Jacket Leather,114.0,248.25,84.76,29.93,59.23
2024-05-11,Wallet,83.0,25.8,8.37,4.79,6.53
2024-05-11,Custom,178.0,264.14,86.65,38.83,57.63
2024-05-12,Belt,46.0,19.53,6.06,3.1,4.99
2024-05-12,Bag,66.0,77.19,28.52,10.34,17.01
2024-05-12,Shoe Leather,87.0,58.73,24.4,9.28,17.8
2024-05-12,Jacket Leather,217.0,487.1,141.97,56.65,106.78
2024-05-12,Wallet,57.0,18.44,5.83,3.59,5.12
2024-05-12,Custom,143.0,210.85,60.94,26.09,45.23
2024-05-13,Belt,105.0,41.1,14.31,7.32,12.08
2024-05-13,Bag,96.0,98.18,39.24,16.34,27.33
2024-05-13,Shoe Leather,133.0,92.14,39.04,15.01,29.67
2024-05-13,Jacket Leather,142.0,258.37,90.85,39.71,75.3
2024-05-13,Wallet,191.0,70.01,19.58,11.84,15.02
2024-05-13,Custom,205.0,288.27,91.67,38.25,65.17
2024-05-14,Belt,151.0,63.47,22.94,11.38,14.86
2024-05-14,Bag,145.0,149.67,59.54,22.84,39.99
2024-05-14,Shoe Leather,75.0,52.55,20.63,7.75,15.37
2024-05-14,Jacket Leather,136.0,267.28,97.28,37.99,80.26
2024-05-14,Wallet,133.0,46.83,15.26,7.65,10.54
2024-05-14,Custom,90.0,128.86,38.69,16.35,29.76
2024-05-15,Belt,216.0,97.91,28.61,13.83,23.3
2024-05-15,Bag,133.0,129.47,56.54,22.03,32.91
2024-05-15,Shoe Leather,119.0,86.09,33.86,12.75,23.81
2024-05-15,Jacket Leather,151.0,326.12,92.65,43.26,77.1
2024-05-15,Wallet,191.0,58.86,18.28,11.68,15.57
2024-05-15,Custom,69.0,102.95,32.94,12.72,24.46
2024-05-16,Belt,199.0,87.47,29.97,13.96,20.38
2024-05-16,Bag,37.0,37.09,13.77,6.16,9.27
2024-05-16,Shoe Leather,195.0,131.95,52.5,22.12,38.8
2024-05-16,Jacket Leather,101.0,218.78,73.57,26.63,54.12
2024-05-16,Wallet,192.0,58.7,21.08,10.26,15.53
2024-05-16,Custom,191.0,232.43,89.3,37.4,60.39
2024-05-17,Belt,175.0,69.4,26.92,13.24,17.42
2024-05-17,Bag,73.0,72.47,30.74,13.13,20.41
2024-05-17,Shoe Leather,110.0,77.33,28.03,12.08,25.44
2024-05-17,Jacket Leather,73.0,158.33,50.93,19.2,37.4
2024-05-17,Wallet,94.0,31.65,10.47,5.56,7.79
2024-05-17,Custom,194.0,238.17,89.15,36.13,61.28
2024-05-18,Belt,173.0,64.21,23.97,11.34,19.77
2024-05-18,Bag,60.0,59.28,23.72,10.85,15.4
2024-05-18,Shoe Leather,74.0,54.04,18.08,7.77,15.25
2024-05-18,Jacket Leather,154.0,321.69,102.79,43.85,83.79
2024-05-18,Wallet,146.0,48.99,16.2,9.17,11.11
2024-05-18,Custom,123.0,167.63,62.05,24.21,40.83
2024-05-19,Belt,180.0,74.03,25.02,12.01,19.23
2024-05-19,Bag,35.0,36.43,12.98,5.48,8.47
2024-05-19,Shoe Leather,174.0,123.54,45.27,17.36,34.54
2024-05-19,Jacket Leather,189.0,398.18,137.17,55.93,99.99
2024-05-19,Wallet,141.0,49.27,14.77,8.78,12.83
2024-05-19,Custom,105.0,146.7,51.32,19.28,39.12
2024-05-20,Belt,52.0,19.41,7.94,3.6,5.5
2024-05-20,Bag,59.0,67.53,22.36,9.84,15.75
2024-05-20,Shoe Leather,103.0,76.14,25.37,10.64,19.93
2024-05-20,Jacket Leather,198.0,364.15,125.16,51.64,97.38
2024-05-20,Wallet,40.0,14.59,4.63,2.25,3.13
2024-05-20,Custom,155.0,225.86,79.46,30.43,47.77
2024-05-21,Belt,104.0,42.04,13.13,7.89,11.54
2024-05-21,Bag,173.0,167.57,75.5,27.29,42.18
2024-05-21,Shoe Leather,105.0,69.49,28.78,9.94,20.14
2024-05-21,Jacket Leather,184.0,390.69,119.3,54.0,96.8
2024-05-21,Wallet,203.0,64.68,19.61,11.7,15.5
2024-05-21,Custom,92.0,117.02,40.72,19.62,34.22
2024-05-22,Belt,65.0,26.45,8.85,4.94,6.26
2024-05-22,Bag,173.0,180.33,73.61,30.7,49.33
2024-05-22,Shoe Leather,58.0,38.13,15.32,6.17,11.38
2024-05-22,Jacket Leather,135.0,257.41,88.02,39.67,73.7
