date,order_id,leather_type,grade,quantity,due_days
2026-03-07,O3567,Cow,A,712,4
2026-03-07,O4730,Sheep,C,216,2
2026-03-07,O9458,Goat,A,658,6
2026-03-07,O7538,Sheep,A,283,4
2026-03-08,O1557,Goat,B,628,3
2026-03-08,O5761,Goat,C,794,4
2026-03-08,O8269,Sheep,A,315,7
2026-03-08,O5494,Sheep,C,803,9
2026-03-08,O7642,Goat,A,790,5
2026-03-08,O4802,Goat,C,786,4
2026-03-08,O1364,Sheep,C,428,8
2026-03-08,O1115,Cow,A,436,1
2026-03-08,O4935,Sheep,C,905,3
2026-03-08,O3490,Cow,A,593,7
2026-03-08,O3767,Goat,B,448,6
2026-03-08,O5778,Sheep,B,909,5
2026-03-08,O2999,Goat,A,763,3
2026-03-09,O5152,Goat,C,262,3
2026-03-09,O8537,Goat,A,587,7
2026-03-09,O9733,Sheep,C,164,4
2026-03-09,O1024,Cow,A,648,8
2026-03-09,O9068,Cow,C,356,4
2026-03-09,O4175,Sheep,A,901,4
2026-03-09,O9605,Sheep,B,174,3
2026-03-09,O4655,Sheep,B,287,2
2026-03-09,O3092,Cow,C,222,6
2026-03-09,O6647,Goat,A,474,2
2026-03-09,O8913,Goat,B,549,8
2026-03-09,O3555,Goat,C,550,8
2026-03-10,O5727,Goat,C,126,6
2026-03-10,O3780,Sheep,A,906,1
2026-03-10,O6789,Cow,A,632,3
2026-03-10,O8480,Cow,B,130,1
2026-03-10,O1182,Sheep,B,173,4
2026-03-10,O6575,Goat,B,113,2
2026-03-10,O7555,Goat,A,507,6
2026-03-10,O7846,Cow,C,570,8
2026-03-10,O6585,Sheep,C,389,2
2026-03-10,O8927,Goat,C,174,9
2026-03-10,O8758,Cow,C,340,2
2026-03-11,O7352,Sheep,B,875,9
2026-03-11,O3437,Cow,A,931,9
2026-03-11,O3624,Sheep,C,236,2
2026-03-11,O5523,Goat,C,918,3
2026-03-11,O3224,Goat,C,520,1
2026-03-11,O9662,Goat,A,927,9
2026-03-11,O8094,Goat,C,122,5
2026-03-11,O1234,Cow,A,635,1
2026-03-11,O5888,Goat,A,632,4
2026-03-11,O8122,Sheep,A,909,1
2026-03-12,O6621,Sheep,A,454,2
2026-03-12,O8935,Goat,C,335,9
2026-03-12,O6574,Cow,A,309,5
2026-03-12,O9588,Sheep,B,627,9
2026-03-12,O5424,Goat,C,921,8
2026-03-12,O3005,Cow,A,954,2
2026-03-12,O4976,Sheep,B,102,6
2026-03-12,O4220,Goat,B,164,4
2026-03-12,O1234,Sheep,A,412,1
2026-03-13,O2673,Cow,C,152,5
2026-03-13,O4173,Goat,B,948,4
2026-03-13,O5493,Goat,C,486,6
2026-03-13,O3064,Goat,A,270,9
2026-03-13,O9931,Goat,B,329,1
2026-03-13,O4923,Sheep,C,564,8
2026-03-13,O3745,Sheep,B,792,9
2026-03-13,O5063,Cow,A,132,7
2026-03-13,O5025,Sheep,A,737,5
2026-03-13,O5579,Cow,C,327,3
2026-03-14,O3207,Sheep,A,828,8
2026-03-14,O9835,Sheep,A,588,2
2026-03-14,O6345,Cow,C,223,7
2026-03-14,O9707,Goat,A,730,5
2026-03-14,O7683,Goat,A,628,7
2026-03-14,O1025,Cow,B,606,3
2026-03-14,O7410,Cow,A,555,8
2026-03-14,O6102,Sheep,C,590,1
2026-03-14,O2072,Sheep,B,315,6
2026-03-14,O3606,Sheep,A,785,2
2026-03-14,O8763,Cow,C,347,6
2026-03-14,O2696,Goat,B,837,5
2026-03-14,O8557,Goat,B,697,2
2026-03-15,O2932,Sheep,B,102,6
2026-03-15,O2116,Cow,C,719,1
2026-03-15,O8888,Sheep,A,149,6
2026-03-15,O3743,Sheep,B,545,9
2026-03-15,O6451,Sheep,A,700,2
2026-03-15,O8186,Sheep,C,969,6
2026-03-15,O1619,Sheep,A,670,2
2026-03-15,O2296,Sheep,C,344,2
2026-03-15,O1929,Sheep,A,461,8
2026-03-15,O4423,Sheep,B,932,7
2026-03-15,O4667,Goat,B,192,6
2026-03-15,O3468,Goat,A,611,5
2026-03-15,O3217,Goat,C,555,6
2026-03-15,O5444,Sheep,A,272,4
2026-03-16,O8927,Sheep,C,645,3
2026-03-16,O3176,Cow,A,426,1
2026-03-16,O3451,Cow,B,774,3
2026-03-16,O4696,Sheep,C,957,1
2026-03-16,O5369,Cow,A,792,2
2026-03-16,O4008,Goat,A,157,4
2026-03-16,O4699,Sheep,B,414,9
2026-03-16,O5200,Cow,B,292,1
2026-03-16,O2772,Cow,A,679,5
2026-03-16,O8423,Sheep,C,760,3
2026-03-16,O2132,Sheep,C,426,8
2026-03-16,O8812,Cow,B,231,7
2026-03-16,O9275,Sheep,B,727,8
2026-03-17,O1614,Goat,B,604,4
2026-03-17,O1270,Sheep,A,996,3
2026-03-17,O4607,Goat,C,389,9
2026-03-17,O7614,Cow,C,976,5
2026-03-17,O5958,Goat,A,929,9
2026-03-17,O1824,Cow,A,799,6
2026-03-17,O6445,Cow,A,749,8
2026-03-17,O7534,Sheep,B,184,4
2026-03-17,O6634,Sheep,B,914,4
2026-03-17,O4109,Sheep,C,519,9
2026-03-17,O7028,Sheep,B,405,5
2026-03-17,O7680,Sheep,C,305,9
2026-03-17,O5591,Sheep,C,985,4
2026-03-18,O6141,Cow,B,760,8
2026-03-18,O9463,Sheep,C,898,2
2026-03-18,O9712,Cow,C,579,6
2026-03-18,O3832,Sheep,A,734,5
2026-03-18,O3800,Cow,C,828,3
2026-03-18,O2104,Cow,C,187,2
2026-03-18,O5199,Sheep,C,990,6
2026-03-18,O4072,Sheep,C,477,7
2026-03-18,O1508,Goat,A,692,2
2026-03-18,O1680,Cow,A,240,6
2026-03-18,O5357,Cow,C,436,1
2026-03-19,O5287,Cow,A,573,4
2026-03-19,O2567,Goat,A,950,4
2026-03-19,O4490,Goat,B,900,2
2026-03-19,O5796,Sheep,C,950,6
2026-03-19,O8032,Cow,A,267,3
2026-03-19,O3240,Cow,C,435,6
2026-03-19,O1999,Cow,B,582,3
2026-03-19,O3763,Sheep,C,557,9
2026-03-19,O4731,Sheep,C,613,8
2026-03-19,O4093,Sheep,A,939,7
2026-03-19,O4277,Sheep,C,725,7
2026-03-20,O5595,Cow,A,111,5
2026-03-20,O1139,Cow,B,196,5
2026-03-20,O7043,Goat,A,217,8
2026-03-20,O4104,Goat,B,979,9
2026-03-20,O1018,Goat,A,990,2
2026-03-20,O3606,Sheep,A,240,4
2026-03-20,O4765,Sheep,C,314,7
2026-03-21,O9319,Goat,A,859,4
2026-03-21,O8196,Goat,C,813,9
2026-03-21,O7361,Goat,A,301,1
2026-03-21,O1517,Goat,A,511,9
2026-03-21,O2988,Goat,B,567,9
2026-03-21,O4802,Cow,C,486,2
2026-03-21,O9399,Goat,B,265,6
2026-03-22,O2518,Goat,C,652,6
2026-03-22,O3195,Sheep,C,466,2
2026-03-22,O3849,Goat,C,233,9
2026-03-22,O8519,Goat,A,542,4
2026-03-22,O6178,Goat,A,551,1
2026-03-22,O3642,Goat,A,365,5
2026-03-22,O5757,Sheep,A,990,8
2026-03-22,O2813,Goat,B,124,1
2026-03-22,O5396,Sheep,A,236,4
2026-03-22,O1082,Cow,B,519,9
2026-03-22,O3093,Goat,B,275,6
2026-03-22,O5937,Goat,C,153,2
2026-03-22,O4490,Sheep,A,226,9
2026-03-22,O4676,Sheep,A,347,1
2026-03-23,O5017,Cow,C,468,5
2026-03-23,O9342,Sheep,C,674,1
2026-03-23,O7136,Goat,A,398,2
2026-03-23,O9252,Goat,C,929,1
2026-03-23,O5426,Goat,B,403,7
2026-03-23,O2361,Goat,C,374,4
2026-03-23,O8610,Sheep,A,603,3
2026-03-23,O2993,Goat,A,987,8
2026-03-23,O1690,Goat,B,820,9
2026-03-23,O8786,Cow,C,468,1
2026-03-23,O5744,Goat,C,952,2
2026-03-23,O9636,Goat,C,222,6
2026-03-23,O3041,Goat,C,648,2
2026-03-24,O1062,Goat,C,797,9
2026-03-24,O7915,Goat,C,672,6
2026-03-24,O9003,Sheep,A,922,3
2026-03-24,O9312,Cow,B,137,5
2026-03-24,O6103,Cow,A,813,5
2026-03-24,O1241,Sheep,C,720,4
2026-03-25,O1802,Cow,A,295,8
2026-03-25,O5841,Sheep,A,376,4
2026-03-25,O4927,Cow,A,410,7
2026-03-25,O7121,Cow,B,413,7
2026-03-25,O8024,Cow,A,236,6
2026-03-25,O3594,Sheep,B,524,6
2026-03-25,O1086,Cow,C,513,9
2026-03-26,O2700,Sheep,A,771,4
2026-03-26,O2647,Sheep,A,500,7
2026-03-26,O4687,Cow,B,584,6
2026-03-26,O5757,Goat,A,513,1
2026-03-26,O5733,Sheep,B,598,3
2026-03-26,O8178,Goat,C,346,6
2026-03-26,O1146,Goat,C,481,8
2026-03-26,O8751,Sheep,A,236,1
2026-03-26,O4005,Cow,C,294,8
2026-03-26,O7318,Goat,A,453,3
2026-03-27,O2920,Goat,A,338,1
2026-03-27,O5927,Cow,A,394,8
2026-03-27,O7160,Sheep,A,424,1
2026-03-27,O6126,Goat,A,202,5
2026-03-27,O1192,Cow,B,628,9
2026-03-27,O9442,Cow,C,306,5
2026-03-27,O4893,Cow,A,192,9
2026-03-27,O7773,Cow,C,817,3
2026-03-27,O1658,Goat,A,528,3
2026-03-27,O5234,Cow,B,641,9
2026-03-28,O7801,Sheep,B,835,8
2026-03-28,O3581,Goat,C,284,8
2026-03-28,O4406,Cow,A,784,2
2026-03-28,O7476,Cow,B,434,4
2026-03-28,O7079,Cow,C,845,3
2026-03-28,O1002,Goat,B,931,8
2026-03-28,O6626,Sheep,B,578,2
2026-03-28,O1670,Goat,A,603,9
2026-03-28,O6255,Cow,B,413,5
2026-03-28,O4439,Cow,B,906,4
2026-03-28,O4792,Sheep,A,310,7
2026-03-28,O4163,Cow,C,319,6
2026-03-29,O1990,Sheep,A,675,4
2026-03-29,O1489,Cow,A,569,6
2026-03-29,O3575,Sheep,A,139,2
2026-03-29,O2629,Goat,B,399,1
2026-03-29,O4801,Goat,B,495,3
2026-03-29,O1857,Sheep,B,417,1
2026-03-29,O1383,Goat,B,604,3
2026-03-29,O3725,Sheep,B,160,1
2026-03-29,O7111,Cow,B,721,4
2026-03-29,O8957,Goat,C,536,4
2026-03-29,O8647,Sheep,C,937,8
2026-03-29,O4940,Cow,A,776,6
2026-03-29,O2093,Cow,A,707,3
2026-03-29,O6710,Cow,B,789,6
2026-03-30,O3103,Goat,C,603,8
2026-03-30,O9092,Sheep,A,329,2
2026-03-30,O3378,Cow,B,992,6
2026-03-30,O3735,Sheep,C,898,3
2026-03-30,O5460,Sheep,C,450,1
2026-03-30,O3850,Sheep,C,598,6
2026-03-30,O7644,Sheep,B,265,8
2026-03-30,O9305,Cow,C,306,3
2026-03-30,O9706,Cow,A,224,3
2026-03-30,O1067,Cow,A,482,3
2026-03-30,O4521,Goat,A,764,4
2026-03-30,O3258,Sheep,C,721,2
2026-03-30,O7838,Cow,C,414,5
2026-03-31,O6780,Goat,B,212,4
2026-03-31,O8845,Cow,B,814,2
2026-03-31,O4226,Sheep,B,821,8
2026-03-31,O4716,Sheep,A,670,9
2026-03-31,O3505,Goat,C,932,7
2026-03-31,O8427,Cow,C,715,6
2026-03-31,O8086,Cow,A,529,2
2026-04-01,O5529,Cow,C,158,8
2026-04-01,O2141,Goat,B,742,8
2026-04-01,O9281,Goat,A,933,5
2026-04-01,O3789,Goat,B,637,8
2026-04-01,O7055,Sheep,B,759,8
2026-04-01,O8129,Goat,A,739,4
2026-04-01,O7582,Goat,B,846,7
2026-04-01,O1975,Cow,C,338,8
2026-04-02,O8382,Sheep,A,278,4
2026-04-02,O2257,Cow,C,322,7
2026-04-02,O8431,Sheep,C,984,4
2026-04-02,O6750,Cow,A,163,3
2026-04-02,O5589,Sheep,B,170,2
2026-04-02,O9954,Goat,B,827,4
2026-04-02,O7628,Sheep,A,737,9
2026-04-02,O9775,Sheep,C,209,8
2026-04-02,O1861,Goat,C,639,1
2026-04-03,O9828,Cow,A,893,6
2026-04-03,O6457,Goat,C,955,8
2026-04-03,O8542,Sheep,B,195,5
2026-04-03,O2289,Goat,C,211,7
2026-04-03,O4216,Cow,C,834,9
2026-04-03,O7324,Goat,A,889,9
2026-04-03,O1687,Goat,C,498,7
2026-04-03,O5774,Cow,A,131,9
2026-04-04,O8124,Goat,A,819,9
2026-04-04,O1446,Goat,C,543,7
2026-04-04,O1226,Goat,C,906,4
2026-04-04,O1186,Cow,B,587,1
2026-04-04,O3032,Cow,B,688,9
2026-04-04,O2881,Goat,C,409,4
2026-04-04,O7139,Sheep,A,944,6
2026-04-04,O4262,Goat,A,833,3
2026-04-04,O8579,Sheep,A,857,2
2026-04-04,O1719,Goat,A,521,8
2026-04-04,O3294,Goat,A,105,3
2026-04-04,O5482,Sheep,A,926,5
2026-04-05,O4416,Sheep,A,386,5
2026-04-05,O4558,Sheep,B,487,2
2026-04-05,O9112,Cow,A,580,1
2026-04-05,O1910,Cow,A,157,8
2026-04-05,O7129,Sheep,A,378,8
2026-04-05,O1314,Goat,C,798,7
2026-04-05,O9347,Cow,A,371,7
2026-04-05,O1721,Sheep,A,385,7
2026-04-06,O2756,Goat,B,437,5
2026-04-06,O2647,Sheep,A,566,4
2026-04-06,O1142,Cow,B,463,5
2026-04-06,O8069,Cow,A,407,9
2026-04-06,O2717,Sheep,A,143,3
2026-04-06,O4791,Cow,C,239,1
2026-04-07,O6048,Sheep,B,367,1
2026-04-07,O4303,Goat,B,982,7
2026-04-07,O8850,Sheep,A,580,5
2026-04-07,O4924,Sheep,B,441,2
2026-04-07,O9100,Cow,C,921,8
2026-04-07,O5322,Sheep,C,955,1
2026-04-07,O8282,Goat,C,203,3
2026-04-07,O5763,Sheep,A,105,3
2026-04-07,O2051,Goat,B,218,5
2026-04-07,O8538,Goat,B,276,4
2026-04-07,O3105,Cow,B,387,1
2026-04-07,O4176,Sheep,B,182,3
2026-04-07,O6869,Sheep,A,309,8
2026-04-08,O7603,Goat,B,591,9
2026-04-08,O1183,Sheep,C,753,9
2026-04-08,O8678,Goat,C,349,8
2026-04-08,O7653,Goat,B,172,4
2026-04-08,O9002,Cow,C,382,1
2026-04-09,O7305,Sheep,C,533,4
2026-04-09,O8299,Sheep,C,467,1
2026-04-09,O4672,Goat,B,998,5
2026-04-09,O6552,Goat,A,545,1
2026-04-09,O3341,Cow,C,349,4
2026-04-09,O1974,Goat,A,888,8
2026-04-09,O3672,Sheep,C,570,4
2026-04-10,O5059,Sheep,B,971,7
2026-04-10,O9383,Sheep,B,237,9
2026-04-10,O8347,Cow,C,302,5
2026-04-10,O7009,Cow,A,410,5
2026-04-10,O5538,Cow,B,960,5
2026-04-10,O1584,Sheep,B,548,8
2026-04-11,O6898,Sheep,B,816,8
2026-04-11,O7078,Cow,A,537,9
2026-04-11,O9806,Sheep,B,795,2
2026-04-11,O7686,Cow,A,538,6
2026-04-11,O5647,Cow,C,484,1
2026-04-11,O7837,Goat,A,434,1
2026-04-11,O5117,Goat,C,307,8
2026-04-12,O5624,Goat,B,752,1
2026-04-12,O1165,Cow,B,528,6
2026-04-12,O7509,Goat,C,171,6
2026-04-12,O4580,Sheep,A,852,5
2026-04-12,O2015,Sheep,B,808,6
2026-04-13,O8984,Sheep,A,125,5
2026-04-13,O1985,Goat,B,670,2
2026-04-13,O7289,Cow,A,625,7
2026-04-13,O8566,Sheep,C,590,3
2026-04-13,O8504,Sheep,C,711,3
2026-04-13,O9095,Goat,A,480,1
2026-04-13,O2073,Cow,C,899,4
2026-04-13,O2956,Sheep,C,935,8
2026-04-13,O9378,Goat,A,957,2
2026-04-13,O1757,Sheep,C,258,9
2026-04-13,O4558,Cow,B,875,7
2026-04-13,O4575,Sheep,C,224,9
2026-04-13,O8119,Sheep,B,557,6
2026-04-13,O9849,Goat,A,984,7
2026-04-14,O5266,Goat,A,762,5
2026-04-14,O9069,Goat,A,593,4
2026-04-14,O4164,Sheep,B,387,2
2026-04-14,O2447,Goat,A,840,4
2026-04-14,O3671,Sheep,C,934,1
2026-04-14,O8263,Sheep,A,908,3
2026-04-15,O1725,Goat,C,633,1
2026-04-15,O5051,Goat,C,878,3
2026-04-15,O8483,Sheep,B,324,2
2026-04-15,O2814,Goat,C,224,5
2026-04-15,O3931,Sheep,B,380,2
2026-04-15,O8415,Sheep,A,685,9
2026-04-15,O7782,Cow,A,433,3
2026-04-15,O9307,Goat,B,198,5
2026-04-15,O7548,Goat,A,602,1
2026-04-16,O7197,Sheep,C,883,1
2026-04-16,O6874,Goat,C,286,6
2026-04-16,O5586,Sheep,C,403,4
2026-04-16,O6877,Goat,B,926,8
2026-04-16,O2902,Sheep,B,674,8
2026-04-16,O3059,Cow,B,654,1
2026-04-17,O5471,Cow,A,189,4
2026-04-17,O3843,Goat,A,274,5
2026-04-17,O7543,Goat,B,170,4
2026-04-17,O4195,Cow,A,896,3
2026-04-17,O4982,Sheep,B,535,3
2026-04-18,O4092,Cow,C,410,4
2026-04-18,O9476,Cow,B,930,4
2026-04-18,O4969,Goat,B,967,3
2026-04-18,O5566,Goat,A,526,6
2026-04-18,O7364,Goat,C,940,7
2026-04-18,O7382,Sheep,A,247,9
2026-04-18,O2311,Goat,B,616,4
2026-04-18,O7781,Sheep,A,377,4
2026-04-18,O6929,Cow,B,706,7
2026-04-18,O5675,Sheep,B,577,3
2026-04-18,O6308,Sheep,C,706,5
2026-04-18,O1287,Goat,C,983,2
2026-04-18,O7337,Cow,B,522,5
2026-04-18,O1926,Sheep,A,986,5
2026-04-19,O4398,Goat,C,405,1
2026-04-19,O8392,Sheep,A,658,5
2026-04-19,O7761,Sheep,B,717,8
2026-04-19,O7553,Sheep,B,270,3
2026-04-19,O1011,Sheep,B,894,1
2026-04-19,O3229,Goat,A,755,2
2026-04-19,O3077,Goat,A,195,8
2026-04-19,O6856,Cow,A,473,5
2026-04-20,O2260,Goat,A,567,2
2026-04-20,O6672,Goat,B,700,2
2026-04-20,O7155,Cow,B,300,9
2026-04-20,O4809,Sheep,B,420,3
2026-04-20,O2409,Sheep,A,177,2
2026-04-20,O8452,Sheep,A,255,4
2026-04-20,O3172,Sheep,A,721,5
2026-04-20,O8825,Goat,B,227,6
2026-04-20,O7135,Goat,A,519,6
2026-04-20,O5535,Cow,A,263,4
2026-04-21,O9386,Sheep,A,222,5
2026-04-21,O6874,Goat,C,817,6
2026-04-21,O8148,Sheep,B,416,7
2026-04-21,O4629,Sheep,A,780,6
2026-04-21,O7638,Goat,A,208,4
2026-04-21,O7998,Sheep,B,946,1
2026-04-22,O8454,Sheep,A,575,3
2026-04-22,O6229,Goat,B,899,8
2026-04-22,O7394,Sheep,A,300,6
2026-04-22,O8774,Goat,B,936,9
2026-04-22,O9832,Sheep,C,665,8
2026-04-22,O5042,Cow,B,829,3
2026-04-22,O2581,Sheep,A,994,5
2026-04-22,O9320,Cow,B,951,6
2026-04-22,O5103,Cow,C,772,3
2026-04-23,O6594,Cow,A,778,4
2026-04-23,O1242,Goat,C,201,9
2026-04-23,O2499,Sheep,A,976,6
2026-04-23,O6162,Sheep,B,957,3
2026-04-23,O1298,Cow,A,119,8
2026-04-23,O5306,Sheep,C,879,7
2026-04-23,O2802,Goat,B,510,6
2026-04-24,O4346,Goat,B,983,6
2026-04-24,O9105,Cow,C,331,8
2026-04-24,O2466,Goat,C,475,7
2026-04-24,O5362,Sheep,A,423,9
2026-04-24,O8833,Goat,B,751,3
2026-04-24,O2652,Cow,B,920,8
2026-04-25,O9792,Cow,B,665,9
2026-04-25,O6599,Cow,C,465,6
2026-04-25,O8382,Cow,C,597,9
2026-04-25,O5633,Cow,B,640,3
2026-04-25,O8008,Goat,B,646,1
2026-04-25,O2773,Goat,A,784,8
2026-04-25,O1946,Goat,B,606,5
2026-04-25,O7719,Goat,B,521,7
2026-04-25,O7360,Goat,C,377,1
2026-04-25,O2192,Goat,B,540,7
2026-04-25,O6615,Cow,B,841,4
2026-04-25,O9864,Cow,A,287,2
2026-04-25,O2539,Cow,C,601,4
2026-04-26,O8345,Cow,A,390,8
2026-04-26,O1919,Sheep,B,855,9
2026-04-26,O6275,Cow,C,658,4
2026-04-26,O5516,Cow,C,403,7
2026-04-26,O4715,Goat,B,377,2
2026-04-27,O1692,Sheep,C,352,1
2026-04-27,O1441,Goat,C,189,6
2026-04-27,O5677,Goat,C,200,2
2026-04-27,O8933,Cow,B,860,1
2026-04-27,O7089,Cow,B,961,7
2026-04-27,O1904,Goat,A,943,7
2026-04-27,O2184,Sheep,B,216,2
2026-04-27,O6811,Sheep,A,271,6
2026-04-28,O3306,Sheep,C,821,6
2026-04-28,O6540,Goat,A,463,4
2026-04-28,O7748,Goat,B,271,6
2026-04-28,O4096,Sheep,A,184,7
2026-04-28,O6882,Sheep,B,778,3
2026-04-28,O9456,Goat,A,761,5
2026-04-29,O6673,Cow,C,429,7
2026-04-29,O4854,Sheep,A,222,3
2026-04-29,O3395,Cow,C,134,6
2026-04-29,O6515,Sheep,B,688,3
2026-04-29,O4138,Sheep,B,439,4
2026-04-29,O1556,Sheep,A,294,9
2026-04-29,O4899,Goat,A,426,7
2026-04-29,O5321,Cow,B,507,1
2026-04-29,O3313,Sheep,B,811,8
2026-04-29,O4440,Cow,B,111,9
2026-04-29,O2689,Goat,B,519,9
2026-04-30,O6649,Goat,A,654,2
2026-04-30,O2342,Cow,C,155,9
2026-04-30,O8235,Goat,A,422,8
2026-04-30,O6911,Sheep,B,528,5
2026-04-30,O2141,Goat,C,949,2
2026-04-30,O5041,Sheep,A,469,2
2026-04-30,O2784,Sheep,C,246,3
2026-04-30,O6428,Goat,B,113,6
2026-04-30,O5658,Sheep,C,825,7
2026-04-30,O8607,Goat,C,949,7
2026-04-30,O6979,Sheep,A,639,4
